id,deal_name,owner_code,client_code,deal_status,close_date,closure_probability,probability_weight,deal_value,weighted_value,tentative_close_date,deal_stage,product_deal,sector,created_date
DEAL-0166,Gohan,Unassigned,COMPANY119,Dead,,Medium,0.5,0.0,0.0,2025-10-31,E. Proposal/Commercials Sent,Services,Others,2025-09-05
DEAL-0167,Gohan,OWNER_003,COMPANY049,Dead,,Medium,0.5,19085040.0,9542520.0,2025-10-31,E. Proposal/Commercials Sent,Pure Service,Railways,2025-09-15
DEAL-0168,Gohan,OWNER_003,COMPANY156,Dead,,Medium,0.5,3670200.0,1835100.0,2025-10-31,B. Sales Qualified Leads,Pure Service,Railways,2025-09-15
DEAL-0169,Gohan,OWNER_001,COMPANY088,Dead,,Medium,0.5,0.0,0.0,2025-10-31,B. Sales Qualified Leads,Services,Manufacturing,2025-09-15
DEAL-0170,Krillin,OWNER_001,COMPANY147,Open,,Medium,0.5,1101060.0,550530.0,2025-10-31,D. Feasibility,Services,Renewables,2025-09-15
DEAL-0171,Mickey Mouse,OWNER_002,COMPANY166,Dead,,Medium,0.5,944709.48,472354.74,2025-10-31,E. Proposal/Commercials Sent,Services,Powerline,2025-09-22
DEAL-0172,Donald Duck,OWNER_003,COMPANY035,Dead,,Low,0.2,1223400.0,244680.0,2025-11-24,L. Project Lost,Pure Service,Railways,2025-11-18
DEAL-0173,Goofy,OWNER_003,COMPANY189,Dead,,Low,0.2,4973119.777,994623.9554,2025-12-31,B. Sales Qualified Leads,Pure Service,Railways,2025-11-18
DEAL-0174,Daffy Duck,OWNER_002,COMPANY124,Dead,,Medium,0.5,6114436.977,3057218.4885,2025-12-08,L. Project Lost,Services,Tender,2025-10-14
DEAL-0175,Erwin,OWNER_002,COMPANY117,Dead,,Low,0.2,1923184.8,384636.96,2025-11-28,E. Proposal/Commercials Sent,Services,Powerline,2025-03-31
DEAL-0176,Alias_162,OWNER_003,COMPANY111,Dead,,Medium,0.5,9200237.148,4600118.574,2025-10-31,L. Project Lost,Pure Service,Railways,2025-09-15
DEAL-0177,Bugs Bunny,OWNER_003,COMPANY007,Dead,,Low,0.2,4893600.0,978720.0,2026-01-20,L. Project Lost,Pure Service,Mining,2025-11-18
DEAL-0178,Bugs Bunny,OWNER_004,COMPANY010,Dead,,Low,0.2,1835100.0,367020.0,2025-12-15,C. Demo Done,Spectra Deal,Mining,2025-11-20
DEAL-0179,Bugs Bunny,OWNER_001,COMPANY105,Dead,,Medium,0.5,2691480.0,1345740.0,2025-11-21,G. Project Won,Pure Service,Renewables,2025-11-17
DEAL-0180,Bugs Bunny,Unassigned,Unknown Client,Deal Status,Close Date (A),Closure Probability,0.5,0.0,0.0,Tentative Close Date,Deal Stage,Product deal,Sector/service,Created Date
DEAL-0181,Bugs Bunny,OWNER_003,COMPANY126,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Powerline,2025-11-27
DEAL-0182,Bugs Bunny,OWNER_003,COMPANY036,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0183,Bugs Bunny,OWNER_001,COMPANY137,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0184,Bugs Bunny,OWNER_001,COMPANY137,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0185,Scooby-Doo,OWNER_001,COMPANY137,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0186,Scooby-Doo,OWNER_001,COMPANY137,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0187,Scooby-Doo,OWNER_001,COMPANY024,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0188,Scooby-Doo,OWNER_001,COMPANY024,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0189,Scooby-Doo,OWNER_001,COMPANY024,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0190,Shaggy,OWNER_001,COMPANY024,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0191,Tom,OWNER_001,COMPANY159,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0192,Jerry,OWNER_003,COMPANY001,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0193,Unnamed Deal,OWNER_003,COMPANY165,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Railways,2025-11-27
DEAL-0194,Bart Simpson,OWNER_001,COMPANY188,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0195,Bart Simpson,OWNER_001,COMPANY186,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0196,Lisa Simpson,OWNER_001,COMPANY085,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0197,Bakugo,OWNER_001,COMPANY192,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0198,Unnamed Deal,OWNER_001,COMPANY140,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0199,Marge Simpson,OWNER_001,COMPANY106,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Construction,2025-11-27
DEAL-0200,Marge Simpson,OWNER_004,COMPANY054,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0201,Marge Simpson,OWNER_001,COMPANY076,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0202,Peter Griffin,OWNER_001,COMPANY102,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0203,Stewie Griffin,OWNER_001,COMPANY076,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0204,Stewie Griffin,OWNER_001,COMPANY076,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0205,Stewie Griffin,OWNER_001,COMPANY076,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0206,Stewie Griffin,OWNER_001,COMPANY076,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0207,Stewie Griffin,OWNER_001,COMPANY076,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0208,Stewie Griffin,OWNER_001,COMPANY102,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0209,Stewie Griffin,OWNER_003,COMPANY187,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0210,Stewie Griffin,OWNER_001,COMPANY169,Won,,High,0.8,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0211,Stewie Griffin,OWNER_001,COMPANY169,Won,,High,0.8,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0212,All Might,OWNER_001,COMPANY076,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0213,SpongeBob,OWNER_003,COMPANY153,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0214,Patrick Star,OWNER_003,COMPANY013,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0215,Squidward,OWNER_001,COMPANY141,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0216,Squidward,OWNER_003,COMPANY099,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0217,Squidward,OWNER_001,COMPANY137,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0218,Mr. Krabs,OWNER_003,COMPANY100,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0219,Mr. Krabs,OWNER_003,COMPANY135,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0220,Mr. Krabs,OWNER_001,COMPANY076,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0221,SpongeBob,OWNER_001,COMPANY092,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0222,Ben Tennyson,OWNER_003,COMPANY012,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Railways,2025-11-27
DEAL-0223,Ben Tennyson,OWNER_003,COMPANY015,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0224,Ben Tennyson,OWNER_001,COMPANY076,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0225,Ben Tennyson,OWNER_001,COMPANY083,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0226,Ben Tennyson,OWNER_003,COMPANY134,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0227,Ben Tennyson,OWNER_004,COMPANY055,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Others,2025-11-27
DEAL-0228,Ben Tennyson,OWNER_004,COMPANY054,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0229,Ben Tennyson,OWNER_003,COMPANY164,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0230,Ben Tennyson,OWNER_003,COMPANY003,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0231,Ben Tennyson,OWNER_001,COMPANY169,Won,,High,0.8,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0232,Ben Tennyson,OWNER_001,COMPANY106,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0233,Ben Tennyson,OWNER_003,COMPANY060,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Railways,2025-11-27
DEAL-0234,Ben Tennyson,OWNER_001,COMPANY028,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0235,Ben Tennyson,OWNER_003,COMPANY044,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0236,Ben Tennyson,OWNER_003,COMPANY113,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0237,Ben Tennyson,OWNER_003,COMPANY113,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0238,Aizawa,OWNER_003,COMPANY113,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0239,Powerpuff Girls,OWNER_003,COMPANY113,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0240,Mojo Jojo,OWNER_003,COMPANY069,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0241,Mojo Jojo,OWNER_001,COMPANY127,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Others,2025-11-27
DEAL-0242,Mojo Jojo,OWNER_003,COMPANY060,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Railways,2025-11-27
DEAL-0243,Mojo Jojo,OWNER_003,COMPANY113,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0244,Mojo Jojo,OWNER_003,COMPANY144,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Railways,2025-11-27
DEAL-0245,Mojo Jojo,OWNER_003,COMPANY032,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0246,Mojo Jojo,OWNER_003,COMPANY151,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Railways,2025-11-27
DEAL-0247,Mojo Jojo,OWNER_003,COMPANY151,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Railways,2025-11-27
DEAL-0248,Mojo Jojo,Unassigned,COMPANY109,Won,,Medium,0.5,0.0,0.0,,A. Lead Generated,Services,Mining,2025-11-27
DEAL-0249,Mojo Jojo,OWNER_001,COMPANY169,Won,,High,0.8,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0250,Aang,OWNER_001,COMPANY169,Won,,High,0.8,0.0,0.0,,A. Lead Generated,Services,Renewables,2025-11-27
DEAL-0251,Katara,OWNER_001,COMPANY038,Won,,Medium,0.5,0.0,0.0,,H. Work Order Received,Services,Renewables,2025-08-13
DEAL-0252,Ochaco,OWNER_002,COMPANY148,Won,2025-07-31,High,0.8,152925.0,122340.0,2025-07-31,H. Work Order Received,Services,Powerline,2025-06-10
DEAL-0253,Sokka,Unassigned,COMPANY172,Won,,Medium,0.5,0.0,0.0,2024-09-30,Project Completed,Services,Mining,2024-08-09
DEAL-0254,Zuko,OWNER_003,COMPANY172,Won,,Medium,0.5,0.0,0.0,2025-07-28,Project Completed,Pure Service,Others,2025-04-24
DEAL-0255,Zuko,OWNER_003,COMPANY033,Won,,Medium,0.5,134574.0,67287.0,2025-05-27,H. Work Order Received,Pure Service,Renewables,2025-05-06
DEAL-0256,Appa,OWNER_003,COMPANY163,Won,,Medium,0.5,1079650.5,539825.25,2024-11-17,H. Work Order Received,Pure Service,Renewables,2024-08-30
DEAL-0257,Appa,OWNER_003,COMPANY005,Won,,Medium,0.5,183510.0,91755.0,2024-09-30,Project Completed,Pure Service,Others,2024-08-30
DEAL-0258,Appa,OWNER_003,COMPANY133,Won,,Medium,0.5,0.0,0.0,2024-09-30,Project Completed,Pure Service,Renewables,2024-08-30
DEAL-0259,Appa,OWNER_003,COMPANY133,Won,,Medium,0.5,0.0,0.0,2024-09-30,Project Completed,Pure Service,Renewables,2024-08-30
DEAL-0260,Appa,OWNER_003,COMPANY133,Won,,Medium,0.5,1345740.0,672870.0,2024-10-31,H. Work Order Received,Pure Service,Renewables,2024-09-17
DEAL-0261,Appa,OWNER_003,COMPANY005,Won,,Medium,0.5,3303180.0,1651590.0,2024-10-31,H. Work Order Received,Pure Service,Mining,2024-09-20
DEAL-0262,Po (Kung Fu Panda),OWNER_003,COMPANY005,Won,,Medium,0.5,1345740.0,672870.0,2024-10-31,H. Work Order Received,Pure Service,Mining,2024-09-20
DEAL-0263,Po (Kung Fu Panda),OWNER_003,COMPANY005,Won,,Medium,0.5,0.0,0.0,2024-10-31,H. Work Order Received,Pure Service,Mining,2024-09-20
DEAL-0264,Po (Kung Fu Panda),Unassigned,COMPANY038,Won,,Medium,0.5,0.0,0.0,2024-11-13,Project Completed,Services,Renewables,2024-11-05
DEAL-0265,Shrek,OWNER_003,COMPANY005,Won,,Medium,0.5,91755.0,45877.5,2024-12-31,H. Work Order Received,Pure Service,Construction,2024-11-17
DEAL-0266,Donkey,OWNER_003,COMPANY059,Won,,Medium,0.5,152925.0,76462.5,2025-01-14,H. Work Order Received,Pure Service,Renewables,2024-11-17
DEAL-0267,Donkey,OWNER_003,COMPANY029,Won,,Medium,0.5,305850.0,152925.0,2024-12-31,H. Work Order Received,Pure Service,Renewables,2024-11-17
DEAL-0268,Puss in Boots,OWNER_001,COMPANY105,Won,2025-01-06,Medium,0.5,0.0,0.0,2025-01-06,Project Completed,Services,Renewables,2024-11-17
DEAL-0269,Puss in Boots,OWNER_001,COMPANY123,Won,2024-12-31,Medium,0.5,0.0,0.0,2024-12-31,H. Work Order Received,Services,Renewables,2024-11-17
DEAL-0270,Puss in Boots,OWNER_003,COMPANY133,Won,,Medium,0.5,342552.0,171276.0,2025-01-14,H. Work Order Received,Pure Service,Renewables,2024-11-17
DEAL-0271,Winnie the Pooh,OWNER_003,COMPANY133,Won,,Medium,0.5,342552.0,171276.0,2025-01-14,H. Work Order Received,Pure Service,Renewables,2024-11-17
DEAL-0272,Tigger,OWNER_001,COMPANY038,Won,2025-06-23,Medium,0.5,0.0,0.0,2025-06-23,Project Completed,Services,Renewables,2024-12-05
DEAL-0273,Eeyore,OWNER_001,COMPANY038,Won,,Medium,0.5,0.0,0.0,2025-06-23,Project Completed,Services,Renewables,2024-12-05
DEAL-0274,Buzz Lightyear,OWNER_001,COMPANY038,Won,,Medium,0.5,0.0,0.0,2025-06-11,K. Amount Accrued,Services,Renewables,2025-01-06
DEAL-0275,Woody,OWNER_003,COMPANY056,Won,,Medium,0.5,2936160.0,1468080.0,2025-05-13,H. Work Order Received,Pure Service,Mining,2025-01-14
DEAL-0276,Jessie,OWNER_003,COMPANY005,Won,,Medium,0.5,183510.0,91755.0,2025-02-28,H. Work Order Received,Pure Service,Others,2025-01-16
DEAL-0277,Jessie,OWNER_003,COMPANY038,Won,,Medium,0.5,194275.92,97137.96,2025-02-28,H. Work Order Received,Pure Service,Renewables,2025-01-16
DEAL-0278,Anna,OWNER_003,COMPANY097,Won,,Medium,0.5,1706643.0,853321.5,2025-05-13,H. Work Order Received,Pure Service,Mining,2025-01-16
DEAL-0279,Olaf,OWNER_003,COMPANY031,Won,,Medium,0.5,1706643.0,853321.5,2025-02-28,H. Work Order Received,Pure Service,Renewables,2025-01-16
DEAL-0280,Baymax,OWNER_003,COMPANY002,Won,,Medium,0.5,368243.4,184121.7,2025-02-11,H. Work Order Received,Pure Service,Mining,2025-01-17
DEAL-0281,Stitch,OWNER_003,COMPANY005,Won,,Medium,0.5,61170.0,30585.0,2025-02-28,H. Work Order Received,Pure Service,Mining,2025-01-17
DEAL-0282,Inosuke,OWNER_001,COMPANY182,Won,,Medium,0.5,0.0,0.0,2025-02-28,Project Completed,Services,Mining,2025-01-17
DEAL-0283,Tanjiro Kamado,OWNER_003,COMPANY199,Won,,Medium,0.5,881077.9992,440538.9996,2025-02-28,H. Work Order Received,Pure Service,Renewables,2025-01-17
DEAL-0284,Moana,OWNER_001,COMPANY182,Won,,Medium,0.5,0.0,0.0,2025-02-28,Project Completed,Services,Mining,2025-01-17
DEAL-0285,Mulan,OWNER_001,COMPANY182,Won,,Medium,0.5,0.0,0.0,2025-02-28,Project Completed,Services,Mining,2025-01-17
DEAL-0286,Simba,OWNER_001,COMPANY182,Won,,Medium,0.5,0.0,0.0,2025-02-28,Project Completed,Services,Mining,2025-01-17
DEAL-0287,Timon,OWNER_001,COMPANY038,Won,,Medium,0.5,0.0,0.0,2025-01-29,Project Completed,Services,Renewables,2025-01-17
DEAL-0288,Timon,OWNER_001,COMPANY182,Won,,Medium,0.5,0.0,0.0,2025-02-28,K. Amount Accrued,Services,Mining,2025-01-17
DEAL-0289,Timon,OWNER_003,COMPANY082,Won,,Medium,0.5,195744.0,97872.0,2025-02-28,H. Work Order Received,Pure Service,Others,2025-01-17
DEAL-0290,Timon,OWNER_006,COMPANY064,Won,,Medium,0.5,0.0,0.0,2025-03-31,Project Completed,Services,Others,2025-02-10
DEAL-0291,Timon,OWNER_006,COMPANY181,Won,,Medium,0.5,0.0,0.0,2025-03-26,Project Completed,Services,Others,2025-03-11
DEAL-0292,Timon,OWNER_002,COMPANY125,Won,2025-08-29,High,0.8,4986578.4,3989262.7200000007,2025-08-29,H. Work Order Received,Service + Spectra,Powerline,2025-05-13
DEAL-0293,Timon,OWNER_003,COMPANY062,Won,,Medium,0.5,519945.0,259972.5,2025-07-04,Project Completed,Pure Service,Railways,2025-05-14
DEAL-0294,Timon,OWNER_003,COMPANY019,Won,,Medium,0.5,0.0,0.0,2025-07-04,Project Completed,Pure Service,Others,2025-05-14
DEAL-0295,Timon,OWNER_003,COMPANY022,Won,,Medium,0.5,305850.0,152925.0,2025-05-30,H. Work Order Received,Pure Service,Renewables,2025-05-14
DEAL-0296,Tuxedo Mask,OWNER_003,COMPANY131,Won,,Medium,0.5,1205049.0,602524.5,2025-05-13,H. Work Order Received,Pure Service,Powerline,2024-08-09
DEAL-0297,Pumbaa,OWNER_003,COMPANY005,Won,,Medium,0.5,0.0,0.0,2024-09-30,Project Completed,Pure Service,Mining,2024-08-13
DEAL-0298,Rafiki,OWNER_003,COMPANY005,Won,,Medium,0.5,183510.0,91755.0,2025-05-22,H. Work Order Received,Pure Service,Mining,2025-05-17
DEAL-0299,Rafiki,OWNER_003,COMPANY005,Won,,Medium,0.5,721806.0,360903.0,2025-05-22,H. Work Order Received,Pure Service,Mining,2025-05-17
DEAL-0300,Rafiki,OWNER_003,COMPANY005,Won,,Medium,0.5,550530.0,275265.0,2025-05-30,H. Work Order Received,Pure Service,Mining,2025-05-17
DEAL-0301,Rafiki,OWNER_003,COMPANY005,Won,,Medium,0.5,2960628.0,1480314.0,2025-05-22,H. Work Order Received,Pure Service,Mining,2025-05-17
DEAL-0302,Rafiki,OWNER_001,COMPANY169,Won,,High,0.8,0.0,0.0,2025-06-19,H. Work Order Received,Services,Powerline,2025-06-11
DEAL-0303,Rafiki,OWNER_001,COMPANY037,Won,,Medium,0.5,0.0,0.0,2025-07-31,H. Work Order Received,Services,Renewables,2025-06-11
DEAL-0304,Scar,OWNER_001,COMPANY037,Won,,Medium,0.5,0.0,0.0,2025-07-31,H. Work Order Received,Services,Renewables,2025-06-11
DEAL-0305,Optimus Prime,OWNER_003,COMPANY005,Won,,Medium,0.5,275265.0,137632.5,2025-07-04,G. Project Won,Pure Service,Construction,2025-06-11
DEAL-0306,Megatron,OWNER_003,COMPANY005,Won,,Medium,0.5,685104.0,342552.0,2025-07-31,H. Work Order Received,Pure Service,Construction,2025-06-11
DEAL-0307,Iroh,OWNER_001,COMPANY186,Won,,Medium,0.5,0.0,0.0,2025-07-31,H. Work Order Received,Services,Mining,2025-06-12
DEAL-0308,Appa,OWNER_001,COMPANY038,Won,,Medium,0.5,0.0,0.0,2025-07-31,H. Work Order Received,Services,Renewables,2025-06-12
DEAL-0309,Pikachu,OWNER_003,COMPANY152,Won,,Medium,0.5,214095.0,107047.5,2025-08-31,H. Work Order Received,Pure Service,Renewables,2025-07-28
DEAL-0310,Ash Ketchum,OWNER_003,COMPANY133,Won,,Medium,0.5,489360.0,244680.0,2025-08-31,G. Project Won,Pure Service,Renewables,2025-07-28
DEAL-0311,Charmander,OWNER_003,COMPANY133,Won,,Medium,0.5,746274.0,373137.0,2025-08-31,H. Work Order Received,Pure Service,Renewables,2025-07-28
DEAL-0312,Squirtle,OWNER_003,COMPANY031,Won,,Medium,0.5,489360.0,244680.0,2025-08-31,G. Project Won,Pure Service,Renewables,2025-07-28
DEAL-0313,Bulbasaur,OWNER_003,COMPANY007,Won,,Medium,0.5,2424950.076,1212475.038,2025-09-15,G. Project Won,Pure Service,Renewables,2025-07-28
DEAL-0314,Bulbasaur,OWNER_003,COMPANY011,Won,,Medium,0.5,14277078.0,7138539.0,2025-08-31,H. Work Order Received,Pure Service,Railways,2025-07-28
DEAL-0315,Bulbasaur,OWNER_003,COMPANY061,Won,,Medium,0.5,5020833.6,2510416.8,2025-09-15,G. Project Won,Pure Service,Railways,2025-07-28
DEAL-0316,Alias_160,OWNER_003,COMPANY062,Won,,Medium,0.5,14552343.0,7276171.5,2025-08-31,H. Work Order Received,Pure Service,Railways,2025-07-28
DEAL-0317,Alias_160,OWNER_003,COMPANY173,Won,,Medium,0.5,611700.0,305850.0,2025-09-15,G. Project Won,Pure Service,Manufacturing,2025-07-28
DEAL-0318,Alias_160,OWNER_003,COMPANY004,Won,,Medium,0.5,91755.0,45877.5,2025-08-31,H. Work Order Received,Pure Service,Mining,2025-07-28
DEAL-0319,Alias_160,OWNER_003,COMPANY111,Won,,Medium,0.5,8719220.736,4359610.368,2025-10-31,G. Project Won,Pure Service,Railways,2025-09-15
DEAL-0320,Alias_160,OWNER_003,COMPANY007,Won,,Medium,0.5,1368079.284,684039.642,2025-10-31,G. Project Won,Pure Service,Mining,2025-09-15
DEAL-0321,Alias_160,OWNER_001,COMPANY090,Won,2025-07-18,High,0.8,0.0,0.0,2025-10-31,H. Work Order Received,Services,Mining,2025-09-15
DEAL-0322,Alias_160,OWNER_001,COMPANY084,Won,2025-09-21,High,0.8,0.0,0.0,2025-10-31,H. Work Order Received,Services,Mining,2025-09-15
DEAL-0323,Alias_160,OWNER_002,COMPANY180,Won,2025-12-31,High,0.8,54900.6867,43920.549360000005,2025-12-31,H. Work Order Received,Spectra Deal,Powerline,2025-10-14
DEAL-0324,Alias_160,OWNER_001,COMPANY105,Won,2025-11-21,High,0.8,428190.0,342552.0,2025-11-21,G. Project Won,Pure Service,Renewables,2025-11-17
DEAL-0325,Alias_162,OWNER_003,COMPANY007,Won,,Medium,0.5,305850.0,152925.0,2025-11-30,G. Project Won,Pure Service,Mining,2025-11-18
DEAL-0326,Alias_162,OWNER_004,COMPANY128,Won,,Medium,0.5,0.0,0.0,2025-07-31,J. Invoice sent,Services,Mining,2025-06-22
DEAL-0327,Alias_162,OWNER_003,COMPANY130,Won,,Medium,0.5,0.0,0.0,2025-09-30,F. Negotiations,Services,Mining,2025-08-25
DEAL-0328,Alias_162,OWNER_003,COMPANY096,Won,,High,0.8,140691.0,112552.8,2025-12-31,G. Project Won,Pure Service,Mining,2025-11-18
DEAL-0329,Alias_162,OWNER_003,COMPANY104,Won,,High,0.8,1223400.0,978720.0,2025-11-22,G. Project Won,Pure Service,Railways,2025-11-18
DEAL-0330,Alias_162,OWNER_001,COMPANY038,Won,2025-11-28,High,0.8,483241.7766,386593.42128,2024-12-20,G. Project Won,Services,Renewables,2024-12-12
DEAL-0331,Alias_162,OWNER_002,COMPANY124,Won,2025-12-31,High,0.8,611700.0,489360.0,2025-12-31,H. Work Order Received,Services,Powerline,2025-06-23
DEAL-0332,Alias_162,OWNER_001,COMPANY086,Won,2025-12-17,High,0.8,422073.0,337658.4,2025-12-12,G. Project Won,Pure Service,Mining,2025-12-08
DEAL-0333,Alias_162,OWNER_003,COMPANY111,Won,2026-01-12,High,0.8,4787115.264,3829692.2112000007,2025-12-31,G. Project Won,Pure Service,Railways,2025-11-17
DEAL-0334,Alias_162,OWNER_003,COMPANY111,Won,2026-01-12,High,0.8,4127536.282,3302029.0256000003,2025-12-16,G. Project Won,Pure Service,Railways,2025-11-27
DEAL-0335,Vegeta,OWNER_001,COMPANY182,Won,2025-12-12,High,0.8,53217.9,42574.32000000001,2025-12-16,G. Project Won,Services,Others,2026-01-08
DEAL-0336,Alias_165,OWNER_001,COMPANY184,Won,2025-12-12,High,0.8,51440.2998,41152.23984,2025-12-16,G. Project Won,Services,Others,2026-01-08
DEAL-0337,Alias_166,OWNER_001,COMPANY138,Won,2026-01-01,High,0.8,367020.0,293616.0,2026-01-01,G. Project Won,Services,Others,2026-01-08
DEAL-0338,Alias_168,OWNER_001,COMPANY139,Won,2026-01-01,High,0.8,294397.7526,235518.20208000002,2026-01-01,G. Project Won,Services,Others,2026-01-08
DEAL-0339,Alias_169,OWNER_001,COMPANY136,Open,2025-01-23,High,0.8,0.0,0.0,,A. Lead Generated,Services,Others,2026-01-08
DEAL-0340,Alias_170,OWNER_001,COMPANY040,Won,2025-11-28,High,0.8,550530.0,440424.0,2025-11-28,G. Project Won,Pure Service,Renewables,2025-11-26
